Rank	Gene_Alias	Ensembl_id	Entrez_id	GO_terms	Description
2780	E1B-AP5 E1BAP5 FLJ12944 HNRNPUL1 HNRPUL1 	ENSG00000105323 	11100 	RNA processing : mRNA splicing, via spliceosome : RNA splicing : response to virus : ribonucleoprotein complex : nucleoplasm : nucleus : viral nucleocapsid : transcription, DNA-templated : regulation of transcription, DNA-templated : gene expression : 	heterogeneous nuclear ribonucleoprotein U-like 1 
2781	DPI DPII DSP 	ENSG00000096696 	1832 	protein localization to adherens junction : ventricular compact myocardium morphogenesis : desmosome organization : bundle of His cell to Purkinje myocyte communication : cellular component disassembly involved in execution phase of apoptosis : intermediate filament organization : adherens junction organization : ventricular cardiac muscle cell action potential : keratinocyte differentiation : epidermis development : peptide cross-linking : cell-cell adhesion : regulation of heart rate by cardiac conduction : wound healing : intermediate filament cytoskeleton organization : skin development : cornified envelope : desmosome : basolateral plasma membrane : intercalated disc : cytoskeleton : intermediate filament : mitochondrion : plasma membrane : fascia adherens : cell-cell junction : apoptotic process : 	desmoplakin 
2782	CSBP1 CSBP2 CSPB1 EXIP MAPK14 Mxi2 p38 p38ALPHA PRKM14 PRKM15 RK SAPK2A 	ENSG00000112062 	1432 	p38MAPK cascade : stress-induced premature senescence : 3'-UTR-mediated mRNA stabilization : positive regulation of myoblast fusion : toll-like receptor 5 signaling pathway : positive regulation of muscle cell differentiation : toll-like receptor TLR6:TLR2 signaling pathway : toll-like receptor TLR1:TLR2 signaling pathway : TRIF-dependent toll-like receptor signaling pathway : toll-like receptor 2 signaling pathway : neurotrophin TRK receptor signaling pathway : toll-like receptor 9 signaling pathway : toll-like receptor 4 signaling pathway : cellular response to vascular endothelial growth factor stimulus : lipopolysaccharide biosynthetic process : stress-activated MAPK cascade : toll-like receptor 10 signaling pathway : toll-like receptor 3 signaling pathway : MyD88-independent toll-like receptor signaling pathway : MyD88-dependent toll-like receptor signaling pathway : fatty acid oxidation : cellular response to ionizing radiation : vascular endothelial growth factor receptor signaling pathway : positive regulation of erythrocyte differentiation : positive regulation of protein import into nucleus : muscle cell differentiation : chondrocyte differentiation : signal transduction in response to DNA damage : striated muscle cell differentiation : positive regulation of myoblast differentiation : Ras protein signal transduction : response to muramyl dipeptide : skeletal muscle tissue development : osteoclast differentiation : DNA damage checkpoint : regulation of sequence-specific DNA binding transcription factor activity : lipopolysaccharide-mediated signaling pathway : toll-like receptor signaling pathway : peptidyl-serine phosphorylation : positive regulation of myotube differentiation : cellular component movement : chemotaxis : cell surface receptor signaling pathway : platelet activation : glucose metabolic process : cell morphogenesis : positive regulation of reactive oxygen species metabolic process : activation of MAPK activity : mRNA metabolic process : RNA metabolic process : angiogenesis : transmembrane receptor protein serine/threonine kinase signaling pathway : cartilage condensation : cellular response to DNA damage stimulus : MAPK cascade : response to lipopolysaccharide : negative regulation of canonical Wnt signaling pathway : spindle pole : nucleoplasm : cytosol : membrane : mitochondrion : cytoplasm : nucleus : cell : blood coagulation : apoptotic process : signal transduction : intracellular signal transduction : transcription, DNA-templated : regulation of transcription, DNA-templated : regulation of transcription from RNA polymerase II promoter : protein phosphorylation : gene expression : innate immune response : positive regulation of transcription from RNA polymerase II promoter : 	mitogen-activated protein kinase 14 
2783	PTP-PEST PTPG1 PTPN12 	ENSG00000127947 	5782 	dephosphorylation : protein dephosphorylation : cell junction : podosome : cell projection : cytosol : cytoplasm : plasma membrane : 	protein tyrosine phosphatase, non-receptor type 12 
2784	C2H2-25 CH2H2-25 MGC131841 ZNF-25 ZNF211 ZNFC25 	ENSG00000121417 	10520 	intracellular : nucleus : transcription, DNA-templated : regulation of transcription, DNA-templated : 	zinc finger protein 211 
2785	KIAA1978 RAVER1 	ENSG00000161847 	125950 	Unavailable	ribonucleoprotein, PTB-binding 1 
2786	C2orf8 MGC2454 THUMPD2 	ENSG00000138050 	80745 	metabolic process : 	THUMP domain containing 2 
2787	PACE-1 PACE1 RP1-97P20.2 SCYL3 	ENSG00000000457 	57147 	cell migration : lamellipodium : Golgi apparatus : cytoplasm : protein phosphorylation : 	SCY1-like 3 (S. cerevisiae) 
2788	ABCB8 EST328128 M-ABC1 MABC1 	ENSG00000197150 	11194 	ATP-binding cassette (ABC) transporter complex : mitochondrial envelope : mitochondrial inner membrane : nucleolus : membrane : mitochondrion : nucleus : integral component of membrane : transport : transmembrane transport : 	ATP-binding cassette, sub-family B (MDR/TAP), member 8 
2789	FLJ14239 FLJ32057 FLJ45606 KIAA1291 XPO5 	ENSG00000124571 	57510 	gene silencing by RNA : protein export from nucleus : nucleoplasm : cytosol : cytoplasm : nucleus : intracellular protein transport : gene expression : 	exportin 5 
2790	HRB2 KRR1 RIP-1 	ENSG00000111615 	11103 	rRNA processing : ribonucleoprotein complex : nucleolus : cytoplasm : nucleus : 	KRR1, small subunit (SSU) processome component, homolog (yeast) 
2791	DKFZp564M1863 PDCL PhLP 	ENSG00000136940 	5082 	negative regulation of protein refolding : protein folding : visual perception : signal transduction : 	phosducin-like 
2792	hSGT2 hSgt2p L2 PPFIBP1 	ENSG00000110841 	8496 	DNA integration : plasma membrane : cell adhesion : 	PTPRF interacting protein, binding protein 1 (liprin beta 1) 
2793	FLJ22512 FLJ23406 HCC-2 MRPS11 	ENSG00000181991 	64963 	ribosome : DNA damage response, detection of DNA damage : mitochondrial small ribosomal subunit : mitochondrion : translation : 	mitochondrial ribosomal protein S11 
2794	DKFZp686C1054 THUMPD1 	ENSG00000066654 	55623 	Unavailable	THUMP domain containing 1 
2795	BAM32 DAPP1 DKFZp667E0716 	ENSG00000070190 	27071 	peptidyl-tyrosine dephosphorylation : protein dephosphorylation : cytosol : plasma membrane : signal transduction : 	dual adaptor of phosphotyrosine and 3-phosphoinositides 
2796	FLJ10983 MSTP006 PGM2 	ENSG00000169299 	55276 	deoxyribose phosphate catabolic process : carbohydrate catabolic process : glycogen catabolic process : galactose catabolic process : glycogen biosynthetic process : glucose metabolic process : cytosol : carbohydrate metabolic process : small molecule metabolic process : 	phosphoglucomutase 2 
2797	AGE-R1 DDOST KIAA0115 MGC2191 OK/SW-cl.45 OST OST48 WBP1 	ENSG00000244038 	1650 	protein N-linked glycosylation via asparagine : SRP-dependent cotranslational protein targeting to membrane : post-translational protein modification : protein N-linked glycosylation : T cell activation : response to cytokine : protein glycosylation : oligosaccharyltransferase complex : protein complex : intracellular membrane-bounded organelle : endoplasmic reticulum membrane : integral component of membrane : translation : gene expression : cellular protein metabolic process : innate immune response : 	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 
2798	CCNE CCNE1 	ENSG00000105173 	898 	regulation of transcription involved in G1/S transition of mitotic cell cycle : G1/S transition of mitotic cell cycle : androgen receptor signaling pathway : DNA replication initiation : regulation of cyclin-dependent protein serine/threonine kinase activity : regulation of cell cycle : Wnt signaling pathway : cell division : cyclin-dependent protein kinase holoenzyme complex : nucleoplasm : cytosol : nucleus : mitotic cell cycle : protein phosphorylation : positive regulation of transcription, DNA-templated : 	cyclin E1 
2799	DKFZp762A223 FA-D2 FA4 FACD FAD FAD2 FANCD FANCD2 FLJ23826 	ENSG00000144554 	2177 	gamete generation : response to gamma radiation : synapsis : cellular response to DNA damage stimulus : condensed chromosome : nucleoplasm : DNA repair : 	Fanconi anemia, complementation group D2 
2800	KIAA0745 RANBP16 XPO7 	ENSG00000130227 	23039 	mRNA transport : protein export from nucleus : nuclear pore : cytoplasm : nucleus : intracellular protein transport : 	exportin 7 
2801	ECGP GP96 GRP94 HSP90B1 TRA1 	ENSG00000166598 	7184 	response to stress : protein folding : endoplasmic reticulum : plasma membrane : cellular response to ATP : actin rod assembly : sequestering of calcium ion : activation of signaling protein activity involved in unfolded protein response : regulation of phosphoprotein phosphatase activity : endoplasmic reticulum unfolded protein response : ER-associated ubiquitin-dependent protein catabolic process : toll-like receptor signaling pathway : response to hypoxia : endocytic vesicle lumen : endoplasmic reticulum lumen : midbody : melanosome : perinuclear region of cytoplasm : cytosol : endoplasmic reticulum membrane : extracellular region : negative regulation of apoptotic process : protein transport : cellular protein metabolic process : innate immune response : 	heat shock protein 90kDa beta (Grp94), member 1 
2802	ARA55 HIC-5 HIC5 TGFB1I1 TSC-5 	ENSG00000140682 	7041 	morphogenesis of embryonic epithelium : response to heat : cell fate commitment : negative regulation of fat cell differentiation : epithelial cell differentiation : focal adhesion : positive regulation of epithelial to mesenchymal transition : ubiquitin-dependent SMAD protein catabolic process : positive regulation of transforming growth factor beta receptor signaling pathway : androgen receptor signaling pathway : negative regulation of transforming growth factor beta receptor signaling pathway : Wnt signaling pathway : nuclear matrix : extracellular matrix : cytoskeleton : intracellular : cytoplasm : transcription from RNA polymerase II promoter : cell adhesion : negative regulation of cell proliferation : positive regulation of transcription, DNA-templated : 	transforming growth factor beta 1 induced transcript 1 
2803	ARC34 ARPC2 p34-Arc PNAS-139 PRO2446 	ENSG00000163466 	10109 	positive regulation of substrate adhesion-dependent cell spreading : regulation of actin filament polymerization : cellular component movement : positive regulation of actin filament polymerization : Fc-gamma receptor signaling pathway involved in phagocytosis : Arp2/3 protein complex : endosome : cell leading edge : focal adhesion : actin cytoskeleton : cytoskeleton : Golgi apparatus : cell projection : cytosol : cytoplasm : plasma membrane : innate immune response : 	actin related protein 2/3 complex, subunit 2, 34kDa 
2804	EDMD EMD LEMD5 STA 	ENSG00000102119 	2010 	mitotic nuclear envelope reassembly : regulation of canonical Wnt signaling pathway : mitotic nuclear envelope disassembly : negative regulation of catenin import into nucleus : muscle contraction : negative regulation of fibroblast proliferation : cellular response to growth factor stimulus : positive regulation of protein export from nucleus : muscle organ development : skeletal muscle cell differentiation : nuclear outer membrane : nuclear envelope : nuclear inner membrane : nuclear membrane : microtubule : endoplasmic reticulum : integral component of membrane : mitotic cell cycle : 	emerin 
