GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 13:38:49 GMT 2016

Gene	Score	Description
TARDBP	CTNNB1	5.785634275657589E-4	Co-expression	Zangrando-Basso-2009
TARDBP	NKTR	3.146485262702253E-4	Co-expression	Zangrando-Basso-2009
TARDBP	SF3B1	3.149608697546612E-4	Co-expression	Zangrando-Basso-2009
TARDBP	SRSF11	5.822560664205184E-4	Co-expression	Zangrando-Basso-2009
TCF4	FBXW7	4.5571951778780946E-5	Co-expression	Zangrando-Basso-2009
TCF4	GLTSCR2	1.0420318553507883E-4	Co-expression	Zangrando-Basso-2009
TCF4	POGZ	6.273172272442507E-5	Co-expression	Zangrando-Basso-2009
TCF4	SUN1	1.0606089601678145E-4	Co-expression	Zangrando-Basso-2009
TMEM260	MLH3	1.549706252807241E-4	Co-expression	Zangrando-Basso-2009
TMEM260	RSAD1	7.43510243297035E-5	Co-expression	Zangrando-Basso-2009
TMX1	ALDH3A2	7.452669937794115E-5	Co-expression	Zangrando-Basso-2009
TMX1	FAM120A	1.3745918459167217E-4	Co-expression	Zangrando-Basso-2009
TMX1	NDUFC2	1.506017878696021E-4	Co-expression	Zangrando-Basso-2009
TMX1	SEPT11	1.594921667491596E-4	Co-expression	Zangrando-Basso-2009
TMX1	ZMYND11	1.4814842985853464E-4	Co-expression	Zangrando-Basso-2009
TSPAN7	FBXW7	7.864487547633502E-5	Co-expression	Zangrando-Basso-2009
TSPAN7	MGAT4A	1.5351572805163418E-4	Co-expression	Zangrando-Basso-2009
XPOT	ATP2C1	2.9204844202307514E-4	Co-expression	Zangrando-Basso-2009
XPOT	RSAD1	1.222501995027212E-4	Co-expression	Zangrando-Basso-2009
XPOT	TMX1	8.167027557511348E-5	Co-expression	Zangrando-Basso-2009
ZFP36	ID2	3.1793203642388696E-4	Co-expression	Zangrando-Basso-2009
ZFP36	PABPC1	2.8917214268891627E-4	Co-expression	Zangrando-Basso-2009
ZNF273	ZNF506	5.536708742635816E-4	Co-expression	Zangrando-Basso-2009
ACTN1	BGN	0.0019929257196442092	Co-expression	Zhang-Foekens-2009
ALPK1	RPL35A	6.451661248838073E-4	Co-expression	Zhang-Foekens-2009
ANKRD17	AHCTF1	0.001535961886937986	Co-expression	Zhang-Foekens-2009
ANKRD17	NKTR	0.002532687218495859	Co-expression	Zhang-Foekens-2009
AP2S1	RPL36AL	8.215899032905174E-4	Co-expression	Zhang-Foekens-2009
AP2S1	SERF2	0.0014301277027128029	Co-expression	Zhang-Foekens-2009
ARIH1	MON2	0.0030652803298181746	Co-expression	Zhang-Foekens-2009
ATP5C1	ATP5E	0.0019427043971886044	Co-expression	Zhang-Foekens-2009
ATP5C1	SERF2	0.0016712054505718821	Co-expression	Zhang-Foekens-2009
ATP5C1	SNAPC5	0.0024361080018040983	Co-expression	Zhang-Foekens-2009
CCDC53	CST3	0.0014942187151727763	Co-expression	Zhang-Foekens-2009
CCT3	HSP90AB1	6.275535360170207E-4	Co-expression	Zhang-Foekens-2009
CCT3	PSMD4	0.00180881007021538	Co-expression	Zhang-Foekens-2009
CDC16	TM4SF1	0.0012420794112569882	Co-expression	Zhang-Foekens-2009
CDH11	DCN	9.559487738735458E-4	Co-expression	Zhang-Foekens-2009
CLNS1A	NDUFC2	0.004594867625082015	Co-expression	Zhang-Foekens-2009
CLNS1A	TARS	0.0017163516705898457	Co-expression	Zhang-Foekens-2009
COA3	NPEPPS	0.001680570619464492	Co-expression	Zhang-Foekens-2009
COA3	RAP1GDS1	0.0011785616837872537	Co-expression	Zhang-Foekens-2009
COPG1	NUTF2	9.717588297135812E-4	Co-expression	Zhang-Foekens-2009
CREG1	MAN2A1	0.001957311538682964	Co-expression	Zhang-Foekens-2009
CSRP1	ACTN1	0.0021734056975390155	Co-expression	Zhang-Foekens-2009
CTDSP2	FAM168B	0.0028219304224335494	Co-expression	Zhang-Foekens-2009
CYP1B1	CREB3L2	0.002195210209844615	Co-expression	Zhang-Foekens-2009
DDX5	HNRNPH3	0.0018530761934118826	Co-expression	Zhang-Foekens-2009
DDX5	SF3B1	0.0016004700207349434	Co-expression	Zhang-Foekens-2009
DDX5	SON	0.0023947097094642565	Co-expression	Zhang-Foekens-2009
DDX5	TARDBP	0.0021818820097376478	Co-expression	Zhang-Foekens-2009
DLST	YLPM1	0.0022032896241156535	Co-expression	Zhang-Foekens-2009
ERH	DLST	0.0013605421954001446	Co-expression	Zhang-Foekens-2009
FBN1	CDH11	0.0012024804616199561	Co-expression	Zhang-Foekens-2009
FBN1	DCN	8.37236549656821E-4	Co-expression	Zhang-Foekens-2009
FBXW7	ALPK1	5.780784789972102E-4	Co-expression	Zhang-Foekens-2009
GBAS	PSMD6	0.001293091285170553	Co-expression	Zhang-Foekens-2009
GLTSCR2	RPLP2	0.002418981477715397	Co-expression	Zhang-Foekens-2009
HBB	ZFYVE26	0.0014167337494886756	Co-expression	Zhang-Foekens-2009
HCFC2	ALPK1	4.947287245901023E-4	Co-expression	Zhang-Foekens-2009
HSP90AB1	NSFL1C	0.0010795081816226243	Co-expression	Zhang-Foekens-2009
HSP90AB1	PSAP	0.0010108397572598296	Co-expression	Zhang-Foekens-2009
HSP90AB1	UBE2L3	0.001087124079676314	Co-expression	Zhang-Foekens-2009
ID2	ERGIC2	0.0022732617554313494	Co-expression	Zhang-Foekens-2009
KAT7	SSBP3	0.0013587389594206605	Co-expression	Zhang-Foekens-2009
KCTD12	ANXA1	0.0010343419544884195	Co-expression	Zhang-Foekens-2009
KCTD12	DCN	6.863406619614717E-4	Co-expression	Zhang-Foekens-2009
KCTD12	ROBO1	0.0011428955924703559	Co-expression	Zhang-Foekens-2009
KCTD12	TCF4	0.0011355946172409586	Co-expression	Zhang-Foekens-2009
MCMBP	RBM15	4.907777517187769E-4	Co-expression	Zhang-Foekens-2009
MXI1	PABPC1	0.0023167725829531063	Co-expression	Zhang-Foekens-2009
MYD88	ATP2C1	0.002359945344283675	Co-expression	Zhang-Foekens-2009
NDUFC2	SNAPC5	0.0018994161353167085	Co-expression	Zhang-Foekens-2009
NISCH	CCDC93	0.001197406008061761	Co-expression	Zhang-Foekens-2009
NISCH	MON2	9.475103129759102E-4	Co-expression	Zhang-Foekens-2009
NISCH	ZFYVE26	8.266444578790458E-4	Co-expression	Zhang-Foekens-2009
NKTR	ALPK1	6.057765470145743E-4	Co-expression	Zhang-Foekens-2009
PABPC1	C6orf106	0.002145333442374655	Co-expression	Zhang-Foekens-2009
PFDN1	COA3	0.0014100699738749149	Co-expression	Zhang-Foekens-2009
PFDN5	ERGIC2	0.001245111300466826	Co-expression	Zhang-Foekens-2009
PFDN5	NACA	0.001825661685712271	Co-expression	Zhang-Foekens-2009
PFDN5	RPL36AL	7.203421071338206E-4	Co-expression	Zhang-Foekens-2009
PFDN5	SERF2	9.681310528794807E-4	Co-expression	Zhang-Foekens-2009
PFDN5	SRP19	0.0010469122634028578	Co-expression	Zhang-Foekens-2009
PI4KA	UBE2L3	0.0032402854955368146	Co-expression	Zhang-Foekens-2009
PIAS3	FAM129A	0.002582086626986963	Co-expression	Zhang-Foekens-2009
PIAS3	NISCH	8.932011581592333E-4	Co-expression	Zhang-Foekens-2009
POGZ	ALPK1	5.329841693348992E-4	Co-expression	Zhang-Foekens-2009
PPP2CA	COA3	0.0012856303611578012	Co-expression	Zhang-Foekens-2009
PPP2CA	PFDN1	0.001873627719507916	Co-expression	Zhang-Foekens-2009
PPP2CA	RAP1GDS1	0.001440217237359916	Co-expression	Zhang-Foekens-2009
PPP2CA	SKIV2L2	0.001512735355327226	Co-expression	Zhang-Foekens-2009
PRPF3	ARIH1	0.0015384804043597337	Co-expression	Zhang-Foekens-2009
PRPF3	CXorf40B	0.0014174271853229358	Co-expression	Zhang-Foekens-2009
PRPF3	NPEPPS	0.0012015580794879533	Co-expression	Zhang-Foekens-2009
PSMD6	MRPL16	0.0015924682557042354	Co-expression	Zhang-Foekens-2009
PTPN13	POGZ	0.002736064637975902	Co-expression	Zhang-Foekens-2009
ROBO1	CDH11	0.0017305695925633846	Co-expression	Zhang-Foekens-2009
RPL12	ATP5E	0.001101812006661658	Co-expression	Zhang-Foekens-2009
RPL12	GLTSCR2	0.001105361701669131	Co-expression	Zhang-Foekens-2009
RPL12	NACA	0.0017086744534285411	Co-expression	Zhang-Foekens-2009
RPL12	RPL15	0.0015818880600496305	Co-expression	Zhang-Foekens-2009
RPL12	RPL37	7.53013944248729E-4	Co-expression	Zhang-Foekens-2009
RPL12	RPSA	0.0014042887824538236	Co-expression	Zhang-Foekens-2009
RPL36AL	CCDC53	8.955097090070236E-4	Co-expression	Zhang-Foekens-2009
RPL36AL	CST3	6.9504586638456E-4	Co-expression	Zhang-Foekens-2009
RPL36AL	EIF2S2	0.0010031623238053765	Co-expression	Zhang-Foekens-2009
RPL36AL	TARS	8.444656074143243E-4	Co-expression	Zhang-Foekens-2009
RPL37	ATP5E	8.062634248573588E-4	Co-expression	Zhang-Foekens-2009
RPL37	NACA	0.001112315201955378	Co-expression	Zhang-Foekens-2009
RPL37	RPL15	0.001027275224738905	Co-expression	Zhang-Foekens-2009
RPLP2	ALPK1	5.811980210054988E-4	Co-expression	Zhang-Foekens-2009
RPLP2	MCMBP	0.0013021062754556563	Co-expression	Zhang-Foekens-2009
RPSA	ATP5E	0.0015418863725699934	Co-expression	Zhang-Foekens-2009
RPSA	GLTSCR2	0.0015433086081683017	Co-expression	Zhang-Foekens-2009
RPSA	NACA	0.0018834913359613659	Co-expression	Zhang-Foekens-2009
RPSA	RPL15	0.0021121778656330082	Co-expression	Zhang-Foekens-2009
RPSA	RPL37	8.087222453701062E-4	Co-expression	Zhang-Foekens-2009
RSAD1	BPTF	0.001966386766609939	Co-expression	Zhang-Foekens-2009
RUVBL2	AP2S1	0.0016588827973125365	Co-expression	Zhang-Foekens-2009
RUVBL2	TARS	0.001979890380460382	Co-expression	Zhang-Foekens-2009
SERF2	ERGIC2	0.0013761576955530568	Co-expression	Zhang-Foekens-2009
SERF2	SNAPC5	0.0010916860266190138	Co-expression	Zhang-Foekens-2009
SF3B1	ARIH1	0.0022296016856370917	Co-expression	Zhang-Foekens-2009
SF3B1	MON2	0.0023178806527531415	Co-expression	Zhang-Foekens-2009
SF3B1	NISCH	8.529956143870853E-4	Co-expression	Zhang-Foekens-2009
SF3B1	SRSF11	0.0011297126332126418	Co-expression	Zhang-Foekens-2009
SKIV2L2	TARS	0.0018282742906536391	Co-expression	Zhang-Foekens-2009
SNRPF	NUTF2	0.001377190927923693	Co-expression	Zhang-Foekens-2009
SPARC	BGN	0.0011299811611565698	Co-expression	Zhang-Foekens-2009
SPARC	CDH11	0.0010735764501701402	Co-expression	Zhang-Foekens-2009
SPARC	DCN	8.230764320272332E-4	Co-expression	Zhang-Foekens-2009
SPARC	FBN1	9.275330451892838E-4	Co-expression	Zhang-Foekens-2009
SRP19	PFDN1	0.001884849656934277	Co-expression	Zhang-Foekens-2009
SRP19	TARS	0.0014427811763428598	Co-expression	Zhang-Foekens-2009
SRSF11	MON2	0.001331020884287055	Co-expression	Zhang-Foekens-2009
SRSF11	SUN1	0.0015046466404508001	Co-expression	Zhang-Foekens-2009
SRSF11	ZFYVE26	9.159483841528E-4	Co-expression	Zhang-Foekens-2009
STAT3	COA3	0.0014889472185562495	Co-expression	Zhang-Foekens-2009
SYT11	ORAI2	0.003972411415623649	Co-expression	Zhang-Foekens-2009
TAB2	ERGIC2	0.0021285443355976955	Co-expression	Zhang-Foekens-2009
TARS	ERGIC2	0.001969223883839505	Co-expression	Zhang-Foekens-2009
TBCB	AURKAIP1	0.0014264497458682383	Co-expression	Zhang-Foekens-2009
TERF2IP	CIAPIN1	0.0017246680340051238	Co-expression	Zhang-Foekens-2009
TERF2IP	PCDH9	0.001346057908414163	Co-expression	Zhang-Foekens-2009
TM4SF1	MGAT4A	0.0015615811615046096	Co-expression	Zhang-Foekens-2009
TMEM260	ALPK1	3.192856463555738E-4	Co-expression	Zhang-Foekens-2009
TMEM260	POGZ	0.0014720033540315009	Co-expression	Zhang-Foekens-2009
TMEM260	SUN1	0.0014603319594424474	Co-expression	Zhang-Foekens-2009
TMEM260	ZMYND11	0.0011711537515958974	Co-expression	Zhang-Foekens-2009
TSPAN7	DST	0.001353452322283735	Co-expression	Zhang-Foekens-2009
XPOT	TARDBP	0.002332940063221125	Co-expression	Zhang-Foekens-2009
YME1L1	SERBP1	0.0032114644334921643	Co-expression	Zhang-Foekens-2009
ZFYVE26	MON2	0.0018298205703726426	Co-expression	Zhang-Foekens-2009
ANKRD17	BTN3A3	6.312149281838971E-4	Co-expression	Zhang-Mullighan-2012
ANKRD17	COPG1	6.922226489288774E-4	Co-expression	Zhang-Mullighan-2012
ANKRD17	PITPNB	7.406732945100165E-4	Co-expression	Zhang-Mullighan-2012
ANKRD17	TMX1	5.17238336495475E-4	Co-expression	Zhang-Mullighan-2012
ANKRD17	UBE2L3	8.949497893736306E-4	Co-expression	Zhang-Mullighan-2012
ANKRD17	ZNF24	7.874735990373776E-4	Co-expression	Zhang-Mullighan-2012
AP2S1	SERF2	0.0011825212688269787	Co-expression	Zhang-Mullighan-2012
ARHGAP29	CCDC93	0.0015092884980300386	Co-expression	Zhang-Mullighan-2012
ARHGAP29	CELF1	0.001258986339008759	Co-expression	Zhang-Mullighan-2012
ARHGAP29	JAG1	0.0011390391639380152	Co-expression	Zhang-Mullighan-2012
AURKAIP1	SERF2	8.037074591931726E-4	Co-expression	Zhang-Mullighan-2012
BPTF	ERGIC2	0.0021249283949032753	Co-expression	Zhang-Mullighan-2012
CCDC53	BBIP1	0.0012153090958132676	Co-expression	Zhang-Mullighan-2012
CCDC53	COA3	3.3790972632080586E-4	Co-expression	Zhang-Mullighan-2012
CCDC53	EIF2S2	0.0012205405990980511	Co-expression	Zhang-Mullighan-2012
CCDC53	PPP1R7	0.0011600245669965272	Co-expression	Zhang-Mullighan-2012
CCDC53	PSMD4	9.88283093883656E-4	Co-expression	Zhang-Mullighan-2012
CCT3	AURKAIP1	4.989302709285251E-4	Co-expression	Zhang-Mullighan-2012
CCT3	CLNS1A	2.383927084698837E-4	Co-expression	Zhang-Mullighan-2012
CCT3	HSP90AB1	6.19838564543289E-4	Co-expression	Zhang-Mullighan-2012
CCT3	PSMD4	9.093189557834386E-4	Co-expression	Zhang-Mullighan-2012
CCT3	RUVBL2	2.7213456713586344E-4	Co-expression	Zhang-Mullighan-2012
CCT3	SERBP1	8.598145134395524E-4	Co-expression	Zhang-Mullighan-2012
CCT3	TARS	5.47433019934732E-4	Co-expression	Zhang-Mullighan-2012
CCT3	TMX1	4.909772620188607E-4	Co-expression	Zhang-Mullighan-2012
CCT3	UBE2L3	9.069335771392396E-4	Co-expression	Zhang-Mullighan-2012
CDC16	MON2	0.001568350325534218	Co-expression	Zhang-Mullighan-2012
CDC16	RSAD1	0.001358425426305808	Co-expression	Zhang-Mullighan-2012
CDC16	TMEM43	0.0014808663791004897	Co-expression	Zhang-Mullighan-2012
CEP170B	ALPK1	7.080586964398298E-4	Co-expression	Zhang-Mullighan-2012
CIAPIN1	COA3	7.041362168486334E-4	Co-expression	Zhang-Mullighan-2012
CIAPIN1	SNAPC5	0.0034146352926290114	Co-expression	Zhang-Mullighan-2012
CLCN5	MGAT4A	5.263479516081545E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	BBIP1	5.374773729621382E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	CCDC53	2.9417471519953265E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	CDC16	3.3811876386476825E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	EIF2S2	6.300077157806724E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	MPHOSPH9	5.501760356900769E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	MRPL16	4.891208529170893E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	NDUFC2	3.997184124574664E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	RAP1GDS1	6.934061053643509E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	SERBP1	5.28040763940412E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	SKIV2L2	2.960176991850749E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	TARS	3.918838090803437E-4	Co-expression	Zhang-Mullighan-2012
CLNS1A	TMX1	3.495943685597321E-4	Co-expression	Zhang-Mullighan-2012
COA3	MCMBP	5.342611343365889E-4	Co-expression	Zhang-Mullighan-2012
COA3	SNAPC5	7.13244733996417E-4	Co-expression	Zhang-Mullighan-2012
COPG1	NUTF2	0.0017160534542875704	Co-expression	Zhang-Mullighan-2012
CSRP1	MRPL16	0.001141747444076648	Co-expression	Zhang-Mullighan-2012
CTDSP2	ARHGAP29	0.0010220169673503916	Co-expression	Zhang-Mullighan-2012
DDX5	HNRNPH3	9.27460230501177E-4	Co-expression	Zhang-Mullighan-2012
DDX5	SRSF11	0.0010490751144340545	Co-expression	Zhang-Mullighan-2012
DLST	ARIH1	0.0025883250781779266	Co-expression	Zhang-Mullighan-2012
ERH	GBAS	7.136061141697085E-4	Co-expression	Zhang-Mullighan-2012
ERH	PFDN1	0.0013375608992008542	Co-expression	Zhang-Mullighan-2012
ERH	TMX1	7.595868378096515E-4	Co-expression	Zhang-Mullighan-2012
ERH	YME1L1	0.0012151853252249836	Co-expression	Zhang-Mullighan-2012
FAM168B	CCDC93	0.0012910534019482758	Co-expression	Zhang-Mullighan-2012
FAM168B	CELF1	0.0011625658566559675	Co-expression	Zhang-Mullighan-2012
FAM168B	YLPM1	8.071956936679748E-4	Co-expression	Zhang-Mullighan-2012
GBAS	YME1L1	0.001324932905486226	Co-expression	Zhang-Mullighan-2012
GLTSCR2	RBM15	7.483691800040203E-4	Co-expression	Zhang-Mullighan-2012
GLTSCR2	RPL35A	0.0013458369593274384	Co-expression	Zhang-Mullighan-2012
HCFC2	SUN1	0.0017104220921506377	Co-expression	Zhang-Mullighan-2012
HNRNPH3	CCDC93	0.0017341439231751178	Co-expression	Zhang-Mullighan-2012
HNRNPH3	FAM168B	8.07104862026573E-4	Co-expression	Zhang-Mullighan-2012
HSP90AB1	PABPC1	0.0011713241230019058	Co-expression	Zhang-Mullighan-2012
HSP90AB1	RPL12	8.184823735395724E-4	Co-expression	Zhang-Mullighan-2012
HSP90AB1	YME1L1	0.0015228144273996677	Co-expression	Zhang-Mullighan-2012
KCTD12	MGAT4A	0.0012020380939295069	Co-expression	Zhang-Mullighan-2012
MRPL16	NDUFC2	0.0012090900230119679	Co-expression	Zhang-Mullighan-2012
MXI1	CREG1	9.393681588739668E-4	Co-expression	Zhang-Mullighan-2012
MXI1	HBB	6.728407237860796E-4	Co-expression	Zhang-Mullighan-2012
MXI1	SLC2A1	6.488789874318089E-4	Co-expression	Zhang-Mullighan-2012
MYD88	BTN3A3	0.0017752068121380856	Co-expression	Zhang-Mullighan-2012
NACA	RPL15	0.002062625275210918	Co-expression	Zhang-Mullighan-2012
NACA	RPL35A	0.0021259347296380153	Co-expression	Zhang-Mullighan-2012
NUTF2	SERF2	0.0011093190508713352	Co-expression	Zhang-Mullighan-2012
OTUB1	SERF2	0.0013067331391840244	Co-expression	Zhang-Mullighan-2012
PABPC1	RPL37	8.556578179730271E-4	Co-expression	Zhang-Mullighan-2012
PABPC1	RPLP2	0.0017110421428719433	Co-expression	Zhang-Mullighan-2012
PFDN5	GLTSCR2	9.571556892651908E-4	Co-expression	Zhang-Mullighan-2012
PFDN5	NACA	0.0015644011454330493	Co-expression	Zhang-Mullighan-2012
PFDN5	RPL37	7.124718166170817E-4	Co-expression	Zhang-Mullighan-2012
PFDN5	RPSA	7.736747754835807E-4	Co-expression	Zhang-Mullighan-2012
PI4KA	FAM168B	9.636924731814158E-4	Co-expression	Zhang-Mullighan-2012
PITPNB	POGZ	0.001931772813347474	Co-expression	Zhang-Mullighan-2012
PITPNB	TMEM43	0.0019429920182854586	Co-expression	Zhang-Mullighan-2012
PPP1R7	COA3	8.756435739011661E-4	Co-expression	Zhang-Mullighan-2012
PPP2CA	DDX5	6.154423630069355E-4	Co-expression	Zhang-Mullighan-2012
PPP2CA	HNRNPH3	7.807213644640471E-4	Co-expression	Zhang-Mullighan-2012
PPP2CA	PFDN1	0.0013517312341494836	Co-expression	Zhang-Mullighan-2012
PPP2CA	PSMD6	5.506072863567544E-4	Co-expression	Zhang-Mullighan-2012
PPP2CA	RBM15	6.826049256067956E-4	Co-expression	Zhang-Mullighan-2012
PPP2CA	RNF7	8.881650650208758E-4	Co-expression	Zhang-Mullighan-2012
PPP2CA	TBCB	0.0010925952488344182	Co-expression	Zhang-Mullighan-2012
PPP2CB	ZFYVE26	0.0016528794488026514	Co-expression	Zhang-Mullighan-2012
PRPF3	HNRNPH3	0.0012572630331968882	Co-expression	Zhang-Mullighan-2012
PRPF3	RBM15	9.616892861360383E-4	Co-expression	Zhang-Mullighan-2012
PRPF3	TARDBP	0.0018806677378151043	Co-expression	Zhang-Mullighan-2012
PSAP	KCTD12	0.0017529702281730108	Co-expression	Zhang-Mullighan-2012
PSMD4	ATP5E	0.0018514119640844699	Co-expression	Zhang-Mullighan-2012
PSMD4	COA3	7.403858273372282E-4	Co-expression	Zhang-Mullighan-2012
PSMD6	FAM168B	5.146952501662047E-4	Co-expression	Zhang-Mullighan-2012
PSMD6	LYRM1	9.545018082964084E-4	Co-expression	Zhang-Mullighan-2012
PSMD6	PFDN1	0.0011937079340780437	Co-expression	Zhang-Mullighan-2012
PSMD6	RBM15	6.212521943469741E-4	Co-expression	Zhang-Mullighan-2012
PSMD6	RNF7	0.001003210126275656	Co-expression	Zhang-Mullighan-2012
RPL12	NACA	0.0012369835217515561	Co-expression	Zhang-Mullighan-2012
RPL12	PABPC1	0.0011146663395451583	Co-expression	Zhang-Mullighan-2012
RPL12	PFDN5	8.046754649715407E-4	Co-expression	Zhang-Mullighan-2012
RPL12	RPL15	0.0010652312686197055	Co-expression	Zhang-Mullighan-2012
RPL12	RPL36AL	6.263470010021973E-4	Co-expression	Zhang-Mullighan-2012
RPL12	RPL37	6.701259057655656E-4	Co-expression	Zhang-Mullighan-2012
RPL12	RPLP2	9.849314063159283E-4	Co-expression	Zhang-Mullighan-2012
RPL12	RPSA	7.303837164865327E-4	Co-expression	Zhang-Mullighan-2012
RPL15	RNF7	0.0015020186728232038	Co-expression	Zhang-Mullighan-2012
RPL15	RPL35A	0.001780731372235128	Co-expression	Zhang-Mullighan-2012
RPL36AL	PFDN1	0.0015081397273037818	Co-expression	Zhang-Mullighan-2012
RPL36AL	PSMD6	6.064380527092877E-4	Co-expression	Zhang-Mullighan-2012
RPL37	GLTSCR2	6.83335321800156E-4	Co-expression	Zhang-Mullighan-2012
RPL37	NACA	0.0010976703420290076	Co-expression	Zhang-Mullighan-2012
RPL37	RPL15	0.0010054736308163915	Co-expression	Zhang-Mullighan-2012
RPL37	RPL35A	8.941504709292945E-4	Co-expression	Zhang-Mullighan-2012
RPL37	RPLP2	9.303574604169237E-4	Co-expression	Zhang-Mullighan-2012
RPSA	GLTSCR2	8.528885508751672E-4	Co-expression	Zhang-Mullighan-2012
RPSA	NACA	0.0012113823740849728	Co-expression	Zhang-Mullighan-2012
RPSA	PABPC1	9.22526575148199E-4	Co-expression	Zhang-Mullighan-2012
RPSA	RPL15	0.0010124081774699643	Co-expression	Zhang-Mullighan-2012
RPSA	RPL37	6.083877888272248E-4	Co-expression	Zhang-Mullighan-2012
RPSA	RPLP2	0.001046446686287863	Co-expression	Zhang-Mullighan-2012
RUVBL2	AURKAIP1	4.1766936494197086E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	CCDC53	2.7674427293700654E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	CIAPIN1	6.168938725995349E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	CLNS1A	1.6018906078267792E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	COA3	1.8293481349142924E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	MRPL16	5.003719487445552E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	PPP1R7	6.82884457487835E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	PSMD4	6.195839365023923E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	SNRPF	3.6310662327565567E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	TARS	3.975958466833895E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	TBCB	5.56560452023225E-4	Co-expression	Zhang-Mullighan-2012
RUVBL2	UBE2L3	6.653003001398597E-4	Co-expression	Zhang-Mullighan-2012
SERF2	NSFL1C	0.0012318335673140533	Co-expression	Zhang-Mullighan-2012
SF3A1	FAM168B	0.0011680872226733122	Co-expression	Zhang-Mullighan-2012
SF3B1	CELF1	0.0029465774489255882	Co-expression	Zhang-Mullighan-2012
SF3B1	NKTR	0.0028320024164613148	Co-expression	Zhang-Mullighan-2012
SKIV2L2	ANKRD17	4.4458040968330863E-4	Co-expression	Zhang-Mullighan-2012
SKIV2L2	EIF2S2	0.00133151480577818	Co-expression	Zhang-Mullighan-2012
SKIV2L2	SERBP1	0.0011678026501352502	Co-expression	Zhang-Mullighan-2012
SKIV2L2	TARS	9.408933319295931E-4	Co-expression	Zhang-Mullighan-2012
SLC2A1	HBB	0.001318238813144892	Co-expression	Zhang-Mullighan-2012
SNRPF	CSRP1	9.128817520561826E-4	Co-expression	Zhang-Mullighan-2012
SPARC	PLOD2	0.0030617831125001656	Co-expression	Zhang-Mullighan-2012
SRP19	ATP5E	0.0012997111545987288	Co-expression	Zhang-Mullighan-2012
SRP19	LYRM1	0.0016963972874582324	Co-expression	Zhang-Mullighan-2012
SRP19	PFDN1	0.0018608466766213757	Co-expression	Zhang-Mullighan-2012
SRP19	PSMD6	8.660861887408726E-4	Co-expression	Zhang-Mullighan-2012
SRP19	RPL36AL	9.774995813794283E-4	Co-expression	Zhang-Mullighan-2012
TARDBP	CELF1	0.0033452806431141556	Co-expression	Zhang-Mullighan-2012
TARDBP	FAM168B	0.0010724859219479767	Co-expression	Zhang-Mullighan-2012
TARS	EIF2S2	0.0021717332410127067	Co-expression	Zhang-Mullighan-2012
TCF4	KDM6A	0.0011905754402295671	Co-expression	Zhang-Mullighan-2012
TCF4	MBNL2	0.00100921459684727	Co-expression	Zhang-Mullighan-2012
TERF2IP	ATP5E	9.370291942003742E-4	Co-expression	Zhang-Mullighan-2012
TERF2IP	CREG1	0.0010586937859985467	Co-expression	Zhang-Mullighan-2012
TERF2IP	MXI1	6.442090931913632E-4	Co-expression	Zhang-Mullighan-2012
TMEM260	SEPT11	9.970283842808227E-4	Co-expression	Zhang-Mullighan-2012
TMEM260	ZNF24	6.517236647550303E-4	Co-expression	Zhang-Mullighan-2012
TMEM260	ZNF518A	7.817148729725013E-4	Co-expression	Zhang-Mullighan-2012
TMX1	C14orf1	0.0014933538333084214	Co-expression	Zhang-Mullighan-2012
UBE2L3	COA3	8.33136212302433E-4	Co-expression	Zhang-Mullighan-2012
XPOT	CLNS1A	4.99718160556443E-4	Co-expression	Zhang-Mullighan-2012
XPOT	SERBP1	0.0022589941009425528	Co-expression	Zhang-Mullighan-2012
XPOT	TARS	0.0014205717366480091	Co-expression	Zhang-Mullighan-2012
ZFP36	ID2	0.0011316178195755232	Co-expression	Zhang-Mullighan-2012
ZNF273	YLPM1	0.0018933719901825141	Co-expression	Zhang-Mullighan-2012
AHCTF1	TMEM43	0.0022189746321568597	Co-expression	Zhou-O'Keefe-2010
ANKRD17	CXorf40B	7.274486144198256E-4	Co-expression	Zhou-O'Keefe-2010
