GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 12:37:14 GMT 2016

Gene	Score	Description
PRKAR2B	GO:0001933	GO:0002790	GO:0002791	GO:0004860	GO:0006112	GO:0006469	GO:0006833	GO:0007173	GO:0007202	GO:0008543	GO:0009914	GO:0010517	GO:0010518	GO:0010563	GO:0010817	GO:0010863	GO:0015833	GO:0015980	GO:0019207	GO:0019210	GO:0019901	GO:0023061	GO:0030072	GO:0030073	GO:0030291	GO:0031625	GO:0032147	GO:0033673	GO:0033762	GO:0034199	GO:0034236	GO:0038127	GO:0038179	GO:0042044	GO:0042326	GO:0042886	GO:0043434	GO:0044344	GO:0044389	GO:0045936	GO:0046879	GO:0046883	GO:0048011	GO:0050796	GO:0051018	GO:0051348	GO:0060191	GO:0060193	GO:0071375	GO:0071377	GO:0071774	GO:0071900	GO:0071901	GO:0090087	GO:0090276	GO:1900274	GO:1901652	GO:1901653
PRKD1	GO:0001525	GO:0004674	GO:0007249	GO:0018105	GO:0018209	GO:0031056	GO:0033044	GO:0034599	GO:0043122	GO:0043123	GO:0045664	GO:0045667	GO:0045765	GO:0045766	GO:0046777	GO:0050673	GO:0050679	GO:0051091	GO:0051092	GO:0051129	GO:1901342
PRKX	GO:0001525	GO:0002520	GO:0004674	GO:0018105	GO:0018209	GO:0030097	GO:0030099	GO:0030855	GO:0046777	GO:0048534	GO:0050673
PRPF3	GO:0000375	GO:0000377	GO:0000398	GO:0005681	GO:0006397	GO:0008380
PSAP	GO:0030168
PSMD4	GO:0000209	GO:0007346	GO:0031396	GO:0031398	GO:0042770	GO:0071156	GO:0071158	GO:0090068	GO:2000045
PSMD6	GO:0000209	GO:0007346	GO:0031396	GO:0031398	GO:0042770	GO:0071156	GO:0071158	GO:0090068	GO:2000045
PTPN13	GO:0004721
RAB40B
RAP1GDS1
RBM15
RELA	GO:0001819	GO:0002218	GO:0002221	GO:0002224	GO:0002429	GO:0002753	GO:0002755	GO:0002756	GO:0002758	GO:0002768	GO:0006954	GO:0007249	GO:0009411	GO:0009615	GO:0019901	GO:0030522	GO:0031349	GO:0031625	GO:0032479	GO:0032481	GO:0032606	GO:0033619	GO:0034134	GO:0034138	GO:0034142	GO:0034146	GO:0034162	GO:0034166	GO:0034599	GO:0034612	GO:0035666	GO:0035872	GO:0038093	GO:0038095	GO:0038123	GO:0038124	GO:0038179	GO:0043122	GO:0043123	GO:0044389	GO:0045088	GO:0045089	GO:0048011	GO:0050727	GO:0050851	GO:0050852	GO:0051091	GO:0051092	GO:0070423	GO:0070555	GO:0071347	GO:0071356	GO:0097191	GO:2001233	GO:2001234	GO:2001236	GO:2001237
RIPK1	GO:0000187	GO:0001819	GO:0002218	GO:0002221	GO:0002224	GO:0002521	GO:0002573	GO:0002756	GO:0002758	GO:0002761	GO:0002763	GO:0004674	GO:0005126	GO:0006919	GO:0007249	GO:0007254	GO:0010939	GO:0010942	GO:0010950	GO:0010952	GO:0018105	GO:0018209	GO:0030099	GO:0030225	GO:0031098	GO:0031349	GO:0031625	GO:0031638	GO:0032147	GO:0032479	GO:0032481	GO:0032606	GO:0032637	GO:0032640	GO:0032677	GO:0032680	GO:0032757	GO:0032813	GO:0033209	GO:0034138	GO:0034142	GO:0034612	GO:0034762	GO:0034765	GO:0035666	GO:0038034	GO:0043065	GO:0043068	GO:0043122	GO:0043123	GO:0043124	GO:0043235	GO:0043269	GO:0043280	GO:0043281	GO:0043405	GO:0043406	GO:0043410	GO:0044070	GO:0044389	GO:0045088	GO:0045089	GO:0045637	GO:0045639	GO:0045649	GO:0046777	GO:0051091	GO:0051092	GO:0051403	GO:0052547	GO:0052548	GO:0070227	GO:0070231	GO:0070265	GO:0070266	GO:0071356	GO:0071887	GO:0071900	GO:0071902	GO:0080135	GO:0097191	GO:0097192	GO:0097202	GO:0097285	GO:0097300	GO:1902532	GO:2000116	GO:2001056	GO:2001233	GO:2001234	GO:2001235	GO:2001236	GO:2001237	GO:2001238	GO:2001239
RNF130
RNF7	GO:0016881	GO:0019787	GO:0034599	GO:0097193
ROBO1
RPL12	GO:0000184	GO:0000956	GO:0003735	GO:0006401	GO:0006402	GO:0006413	GO:0006415	GO:0006605	GO:0006612	GO:0006613	GO:0006614	GO:0019080	GO:0022625	GO:0022626	GO:0032984	GO:0043241	GO:0043624	GO:0044445	GO:0045047	GO:0070972	GO:0072599	GO:0090150
RPL15	GO:0000184	GO:0000956	GO:0003735	GO:0006401	GO:0006402	GO:0006413	GO:0006415	GO:0006605	GO:0006612	GO:0006613	GO:0006614	GO:0019080	GO:0022625	GO:0022626	GO:0032984	GO:0043241	GO:0043624	GO:0044445	GO:0045047	GO:0070972	GO:0072599	GO:0090150
RPL35A
RPL36AL
RPL37	GO:0000184	GO:0000956	GO:0003735	GO:0006401	GO:0006402	GO:0006413	GO:0006415	GO:0006605	GO:0006612	GO:0006613	GO:0006614	GO:0019080	GO:0022625	GO:0022626	GO:0032984	GO:0043241	GO:0043624	GO:0044445	GO:0045047	GO:0070972	GO:0072599	GO:0090150
RPLP2	GO:0000184	GO:0000956	GO:0003735	GO:0006401	GO:0006402	GO:0006413	GO:0006415	GO:0006605	GO:0006612	GO:0006613	GO:0006614	GO:0019080	GO:0022625	GO:0022626	GO:0032984	GO:0043241	GO:0043624	GO:0044445	GO:0045047	GO:0070972	GO:0072599	GO:0090150
RPSA	GO:0000184	GO:0000956	GO:0003735	GO:0006401	GO:0006402	GO:0006413	GO:0006415	GO:0006605	GO:0006612	GO:0006613	GO:0006614	GO:0006913	GO:0019080	GO:0022626	GO:0032984	GO:0043241	GO:0043624	GO:0044445	GO:0045047	GO:0051169	GO:0070972	GO:0072599	GO:0090150
RSAD1
RUVBL2	GO:0006457	GO:0009411	GO:0034644	GO:0071214	GO:0071478
SCN1B
SEPT11
SERBP1	GO:0043487	GO:0043488
SERF2
SF3A1	GO:0000375	GO:0000377	GO:0000398	GO:0005681	GO:0006397	GO:0008380	GO:0071013
SF3B1	GO:0000375	GO:0000377	GO:0000398	GO:0005681	GO:0006397	GO:0008380	GO:0071013
SKIV2L2	GO:0000375	GO:0000377	GO:0000398	GO:0005681	GO:0006397	GO:0008380	GO:0071013
SLC2A1	GO:0002790	GO:0002791	GO:0006112	GO:0008645	GO:0009914	GO:0010817	GO:0015749	GO:0015758	GO:0015833	GO:0015980	GO:0023061	GO:0030072	GO:0030073	GO:0042886	GO:0046879	GO:0046883	GO:0050796	GO:0090087	GO:0090276
SNAPC5
SNRPF	GO:0000375	GO:0000377	GO:0000398	GO:0005681	GO:0006397	GO:0008380	GO:0071013
SON	GO:0006397	GO:0008380
SPARC	GO:0030168	GO:0030198	GO:0043062
SRP19	GO:0006605	GO:0006612	GO:0006613	GO:0006614	GO:0042493	GO:0045047	GO:0070972	GO:0072599	GO:0090150
SRSF11	GO:0000375	GO:0000377	GO:0000398	GO:0006397	GO:0006913	GO:0008380	GO:0051169
SSBP3
STAT3	GO:0001659	GO:0006605	GO:0006913	GO:0014070	GO:0019901	GO:0019902	GO:0019903	GO:0030522	GO:0038179	GO:0043434	GO:0044744	GO:0048011	GO:0048545	GO:0051169	GO:0071375	GO:1901652	GO:1901653
STMN1	GO:0009615	GO:0032984	GO:0043241	GO:0043624
SUN1
SYT11
TAB2	GO:0000187	GO:0002218	GO:0002221	GO:0002224	GO:0002429	GO:0002753	GO:0002755	GO:0002756	GO:0002758	GO:0002768	GO:0007249	GO:0007254	GO:0030522	GO:0031098	GO:0031349	GO:0032147	GO:0034134	GO:0034138	GO:0034142	GO:0034146	GO:0034162	GO:0034166	GO:0035666	GO:0035872	GO:0038093	GO:0038095	GO:0038123	GO:0038124	GO:0043122	GO:0043123	GO:0043405	GO:0043406	GO:0043410	GO:0045088	GO:0045089	GO:0050851	GO:0050852	GO:0051091	GO:0051092	GO:0051403	GO:0070423	GO:0071900	GO:0071902
TARDBP	GO:0008380	GO:0043487	GO:0043488	GO:0043489	GO:0048255	GO:0070935
TARS
TBCB	GO:0006457	GO:0006458	GO:0051084
TCF4	GO:0045664	GO:0046982
TERF2IP	GO:0007249	GO:0032844	GO:0033044	GO:0043122	GO:0043123	GO:0051052	GO:0051053	GO:0051091	GO:0051092	GO:0051129	GO:0080135	GO:2001020
TM4SF1
TMEM260
TMEM43
TMX1
TNF	GO:0000187	GO:0001659	GO:0001819	GO:0002020	GO:0002521	GO:0002573	GO:0002697	GO:0002761	GO:0002763	GO:0002790	GO:0002791	GO:0005126	GO:0006605	GO:0006809	GO:0006913	GO:0006919	GO:0006954	GO:0007249	GO:0007254	GO:0008625	GO:0009110	GO:0009615	GO:0009895	GO:0009896	GO:0009914	GO:0010817	GO:0010883	GO:0010942	GO:0010950	GO:0010952	GO:0010954	GO:0014070	GO:0015833	GO:0016042	GO:0018105	GO:0018209	GO:0019216	GO:0019915	GO:0023061	GO:0030072	GO:0030073	GO:0030099	GO:0030162	GO:0030656	GO:0031098	GO:0031331	GO:0031349	GO:0031638	GO:0031960	GO:0032147	GO:0032386	GO:0032635	GO:0032637	GO:0032675	GO:0032677	GO:0032768	GO:0032770	GO:0032813	GO:0032844	GO:0032984	GO:0033209	GO:0033619	GO:0034612	GO:0035094	GO:0038034	GO:0042176	GO:0042359	GO:0042362	GO:0042368	GO:0042886	GO:0043065	GO:0043068	GO:0043122	GO:0043123	GO:0043241	GO:0043279	GO:0043280	GO:0043281	GO:0043405	GO:0043406	GO:0043410	GO:0044744	GO:0045123	GO:0045428	GO:0045429	GO:0045637	GO:0045639	GO:0045833	GO:0045862	GO:0046209	GO:0046879	GO:0046883	GO:0046890	GO:0048545	GO:0050727	GO:0050796	GO:0050900	GO:0050994	GO:0050995	GO:0051091	GO:0051092	GO:0051129	GO:0051169	GO:0051235	GO:0051384	GO:0051403	GO:0052547	GO:0052548	GO:0070201	GO:0070265	GO:0070266	GO:0070613	GO:0071216	GO:0071356	GO:0071407	GO:0071900	GO:0071902	GO:0080135	GO:0090087	GO:0090276	GO:0097191	GO:0097192	GO:0097202	GO:0097285	GO:0097300	GO:1901099	GO:2000116	GO:2001056	GO:2001233	GO:2001234	GO:2001236	GO:2001237	GO:2001239	GO:2001240
TNFRSF10A	GO:0007250	GO:0008625	GO:0009612	GO:0032147	GO:0038061	GO:0071214	GO:0071260	GO:0071496	GO:0071900	GO:0071902	GO:0097191	GO:1901222
TNFRSF10B	GO:0006919	GO:0007249	GO:0007250	GO:0008625	GO:0009612	GO:0010950	GO:0010952	GO:0031638	GO:0032147	GO:0034976	GO:0038034	GO:0038061	GO:0043122	GO:0043123	GO:0043280	GO:0043281	GO:0052547	GO:0052548	GO:0070059	GO:0071214	GO:0071260	GO:0071496	GO:0071900	GO:0071902	GO:0097191	GO:0097192	GO:0097193	GO:0097202	GO:1901222	GO:2000116	GO:2001056	GO:2001233	GO:2001236	GO:2001239
TNFRSF10C
TNFRSF10D
TNFRSF1A	GO:0006954	GO:0007249	GO:0008625	GO:0009612	GO:0031349	GO:0043122	GO:0043123	GO:0043235	GO:0050727	GO:0050730	GO:0071214	GO:0071260	GO:0071496	GO:0097191
TNFSF10	GO:0001836	GO:0006919	GO:0007005	GO:0007249	GO:0008637	GO:0010638	GO:0010821	GO:0010822	GO:0010942	GO:0010950	GO:0010952	GO:0031638	GO:0038034	GO:0043065	GO:0043068	GO:0043122	GO:0043123	GO:0043280	GO:0043281	GO:0052547	GO:0052548	GO:0090199	GO:0090200	GO:0097191	GO:0097192	GO:0097202	GO:2000116	GO:2001056	GO:2001233	GO:2001235	GO:2001236	GO:2001238	GO:2001239
TP53	GO:0001836	GO:0001844	GO:0002020	GO:0007005	GO:0007006	GO:0007346	GO:0008630	GO:0008637	GO:0009411	GO:0010638	GO:0010821	GO:0010822	GO:0010942	GO:0019901	GO:0019902	GO:0019903	GO:0031056	GO:0031625	GO:0032386	GO:0032459	GO:0032461	GO:0033044	GO:0034599	GO:0034644	GO:0034976	GO:0035690	GO:0035794	GO:0042493	GO:0042770	GO:0043065	GO:0043068	GO:0044389	GO:0046902	GO:0046982	GO:0050730	GO:0051204	GO:0051205	GO:0051402	GO:0070201	GO:0070227	GO:0070231	GO:0070997	GO:0071156	GO:0071158	GO:0071214	GO:0071216	GO:0071478	GO:0071496	GO:0071887	GO:0072655	GO:0090068	GO:0090150	GO:0090199	GO:0090200	GO:0097193	GO:0097285	GO:0097345	GO:1900739	GO:1900740	GO:1901028	GO:1902108	GO:1902110	GO:1902686	GO:2000045	GO:2001233	GO:2001235	GO:2001242	GO:2001244
TRADD	GO:0006919	GO:0007249	GO:0008625	GO:0010942	GO:0010950	GO:0010952	GO:0031638	GO:0033209	GO:0034612	GO:0038034	GO:0043065	GO:0043068	GO:0043122	GO:0043123	GO:0043235	GO:0043280	GO:0043281	GO:0051091	GO:0051092	GO:0052547	GO:0052548	GO:0071356	GO:0097191	GO:0097192	GO:0097202	GO:2000116	GO:2001056	GO:2001233	GO:2001236	GO:2001239
TRAF2	GO:0000209	GO:0001819	GO:0002694	GO:0002696	GO:0002697	GO:0002711	GO:0005126	GO:0006919	GO:0007250	GO:0007254	GO:0009898	GO:0010950	GO:0010952	GO:0016881	GO:0019787	GO:0019902	GO:0019903	GO:0031098	GO:0031625	GO:0031638	GO:0032147	GO:0032663	GO:0032813	GO:0033209	GO:0034612	GO:0035631	GO:0038034	GO:0038061	GO:0042110	GO:0043235	GO:0043280	GO:0043281	GO:0043405	GO:0043406	GO:0043410	GO:0043496	GO:0044389	GO:0050863	GO:0050865	GO:0050867	GO:0050870	GO:0051091	GO:0051092	GO:0051249	GO:0051251	GO:0051403	GO:0052547	GO:0052548	GO:0071356	GO:0071900	GO:0071902	GO:0080135	GO:0097191	GO:0097192	GO:0097202	GO:0098562	GO:1901222	GO:2000116	GO:2001056	GO:2001233	GO:2001235	GO:2001236	GO:2001238	GO:2001239
TSPAN7
UBE2L3	GO:0000209	GO:0014070	GO:0016881	GO:0019787	GO:0031625	GO:0031960	GO:0044389	GO:0048545	GO:0051384	GO:0071407
VPS13B
XIAP	GO:0000209	GO:0002218	GO:0002221	GO:0002753	GO:0002758	GO:0006954	GO:0016881	GO:0019787	GO:0030522	GO:0031349	GO:0031396	GO:0031398	GO:0035872	GO:0043281	GO:0045088	GO:0045089	GO:0050727	GO:0052547	GO:0052548	GO:0070423	GO:0097193	GO:2000116
XPOT	GO:0006913	GO:0046930	GO:0051169
YLPM1
YME1L1
ZFP36	GO:0000956	GO:0006397	GO:0006401	GO:0006402	GO:0009896	GO:0019901	GO:0031331	GO:0032640	GO:0032680	GO:0043487	GO:0043488	GO:0043489	GO:0048255	GO:0070935
ZFYVE26
ZMYND11	GO:0007249	GO:0007254	GO:0010563	GO:0031098	GO:0042326	GO:0043122	GO:0043124	GO:0045936	GO:0051403	GO:0080135	GO:0097191	GO:1902532	GO:2001233	GO:2001234	GO:2001236	GO:2001237
ZNF24
ZNF273
ZNF506
ZNF518A

GO id	Description	q-value	Occurrences in Sample	Occurrences in Genome
GO:0097191	extrinsic apoptotic signaling pathway	3.7011841185140626E-21	25	136
GO:0007249	I-kappaB kinase/NF-kappaB signaling	3.7011841185140626E-21	28	196
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	7.564109971684885E-21	27	183
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	1.8037027642589043E-20	16	34
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	2.8321092847916244E-20	24	137
GO:0038034	signal transduction in absence of ligand	6.437841520381839E-20	17	46
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	6.437841520381839E-20	17	46
GO:2001236	regulation of extrinsic apoptotic signaling pathway	1.1693727681904568E-18	20	92
GO:2001233	regulation of apoptotic signaling pathway	1.1216960762982846E-17	25	201
GO:2000116	regulation of cysteine-type endopeptidase activity	1.169739076258319E-17	23	159
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	1.169739076258319E-17	18	74
GO:0097202	activation of cysteine-type endopeptidase activity	4.992973496468177E-17	18	80
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	6.421025163260313E-16	18	92
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	6.421025163260313E-16	21	147
GO:0051092	positive regulation of NF-kappaB transcription factor activity	8.751578463962896E-16	19	111
GO:0048011	neurotrophin TRK receptor signaling pathway	9.951916220292668E-16	26	274
GO:0031638	zymogen activation	1.1624678015498882E-15	18	96
GO:0038179	neurotrophin signaling pathway	1.1624678015498882E-15	26	277
GO:2001056	positive regulation of cysteine-type endopeptidase activity	2.3152966998772633E-15	18	100
GO:0010950	positive regulation of endopeptidase activity	4.610819837725393E-15	18	104
GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	6.257483601987068E-15	14	47
GO:0010952	positive regulation of peptidase activity	8.511044355859318E-15	18	108
GO:0052548	regulation of endopeptidase activity	1.3421541967470178E-13	23	248
GO:0052547	regulation of peptidase activity	2.3768534203782293E-13	23	255
GO:0097193	intrinsic apoptotic signaling pathway	3.8640395783997024E-13	20	180
GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity	4.143416070304608E-13	20	181
GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	1.27843785203431E-12	11	30
GO:0008543	fibroblast growth factor receptor signaling pathway	1.695138950177661E-12	19	170
GO:0034142	toll-like receptor 4 signaling pathway	1.695138950177661E-12	16	104
GO:0031349	positive regulation of defense response	2.6428229267357427E-12	21	228
GO:0032147	activation of protein kinase activity	3.5858472505765317E-12	20	204
GO:0002221	pattern recognition receptor signaling pathway	4.283766184901322E-12	18	155
GO:0002758	innate immune response-activating signal transduction	5.218529007588321E-12	18	157
GO:0002224	toll-like receptor signaling pathway	5.2330200694588135E-12	17	134
GO:0044344	cellular response to fibroblast growth factor stimulus	5.296290372527091E-12	19	183
GO:0071774	response to fibroblast growth factor	5.296290372527091E-12	19	183
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	5.639074074188716E-12	14	76
GO:0002756	MyD88-independent toll-like receptor signaling pathway	9.7000234606884E-12	14	79
GO:0002218	activation of innate immune response	1.0653102359941545E-11	18	165
GO:0038095	Fc-epsilon receptor signaling pathway	1.155591292949896E-11	18	166
GO:0034138	toll-like receptor 3 signaling pathway	1.8496377895496606E-11	14	83
GO:0044445	cytosolic part	3.131312070693071E-11	17	151
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	3.131312070693071E-11	11	40
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	4.148260457217407E-11	11	41
GO:0010942	positive regulation of cell death	4.735148924155847E-11	21	269
GO:0052742	phosphatidylinositol kinase activity	6.383957982003777E-11	8	14
GO:0045089	positive regulation of innate immune response	8.553270911475473E-11	18	188
GO:0031625	ubiquitin protein ligase binding	8.553270911475473E-11	16	137
GO:0044389	small conjugating protein ligase binding	8.553270911475473E-11	16	137
GO:0038093	Fc receptor signaling pathway	1.0180092431701254E-10	19	219
GO:0043068	positive regulation of programmed cell death	1.5260684463789356E-10	20	255
GO:0002768	immune response-regulating cell surface receptor signaling pathway	2.8262643316404975E-10	21	297
GO:0045088	regulation of innate immune response	6.187062303662652E-10	19	243
GO:0016303	1-phosphatidylinositol-3-kinase activity	6.704559194838214E-10	7	11
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	7.260589585462082E-10	11	53
GO:0070266	necroptotic process	7.399453848168832E-10	8	18
GO:0043065	positive regulation of apoptotic process	9.519163123583557E-10	19	250
GO:0050851	antigen receptor-mediated signaling pathway	1.2000564815000012E-9	14	114
GO:0071260	cellular response to mechanical stimulus	1.2029067448934445E-9	10	41
GO:0097300	programmed necrotic cell death	1.2029067448934445E-9	8	19
GO:0035004	phosphatidylinositol 3-kinase activity	1.4131544605748056E-9	7	12
GO:0071900	regulation of protein serine/threonine kinase activity	1.5443729325916854E-9	20	292
GO:0030522	intracellular receptor signaling pathway	3.442885032168831E-9	17	206
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	3.5308657572938765E-9	12	80
GO:0070265	necrotic cell death	4.511234724501745E-9	8	22
GO:0007173	epidermal growth factor receptor signaling pathway	5.605766775318008E-9	17	213
GO:0034166	toll-like receptor 10 signaling pathway	6.253698378276596E-9	11	65
GO:0034146	toll-like receptor 5 signaling pathway	6.253698378276596E-9	11	65
GO:0071214	cellular response to abiotic stimulus	6.603848482999128E-9	15	157
GO:0038127	ERBB signaling pathway	6.603848482999128E-9	17	216
GO:0046902	regulation of mitochondrial membrane permeability	6.982522493844603E-9	10	49
GO:0090150	establishment of protein localization to membrane	8.733511062038462E-9	18	253
GO:0050852	T cell receptor signaling pathway	1.2970655643732837E-8	12	90
GO:0010822	positive regulation of mitochondrion organization	1.524346290946013E-8	10	53
GO:0038124	toll-like receptor TLR6:TLR2 signaling pathway	1.524346290946013E-8	11	71
GO:0038123	toll-like receptor TLR1:TLR2 signaling pathway	1.524346290946013E-8	11	71
GO:0034199	activation of protein kinase A activity	1.5463418196306316E-8	7	16
GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	1.5463418196306316E-8	9	38
GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	1.712724555489515E-8	8	26
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	1.712724555489515E-8	8	26
GO:1900739	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	1.712724555489515E-8	8	26
GO:0034162	toll-like receptor 9 signaling pathway	1.9317131226126717E-8	11	73
GO:0051204	protein insertion into mitochondrial membrane	2.356221480018695E-8	8	27
GO:0001819	positive regulation of cytokine production	2.65603212426474E-8	16	206
GO:0002429	immune response-activating cell surface receptor signaling pathway	2.76541216932725E-8	15	176
GO:2001235	positive regulation of apoptotic signaling pathway	2.8386301689688713E-8	10	57
GO:0034134	toll-like receptor 2 signaling pathway	2.8595548395488903E-8	11	76
GO:0006954	inflammatory response	4.245574485357111E-8	18	282
GO:0071902	positive regulation of protein serine/threonine kinase activity	4.245574485357111E-8	15	182
GO:0010821	regulation of mitochondrion organization	4.256463388395262E-8	11	79
GO:0097345	mitochondrial outer membrane permeabilization	4.3517067674687627E-8	9	43
GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	5.2534743101980975E-8	9	44
GO:1902110	positive regulation of mitochondrial membrane permeability involved in apoptotic process	5.2534743101980975E-8	9	44
GO:0035794	positive regulation of mitochondrial membrane permeability	5.2534743101980975E-8	9	44
GO:0050796	regulation of insulin secretion	5.6113281448746754E-8	12	104
GO:0008637	apoptotic mitochondrial changes	6.899249087449844E-8	11	83
GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process	7.784790051368189E-8	9	46
GO:0032813	tumor necrosis factor receptor superfamily binding	8.078786686027848E-8	7	20
GO:0007006	mitochondrial membrane organization	8.171604022367857E-8	10	64
GO:1902554	serine/threonine protein kinase complex	8.900873092579587E-8	8	32
GO:0005942	phosphatidylinositol 3-kinase complex	1.0848827238958044E-7	6	12
GO:0009612	response to mechanical stimulus	1.0869163609211256E-7	10	66
GO:0090276	regulation of peptide hormone secretion	1.238895624404322E-7	12	112
GO:0051205	protein insertion into membrane	1.4537990688586E-7	8	34
GO:0030073	insulin secretion	1.6400638341307865E-7	12	115
GO:0002791	regulation of peptide secretion	1.6400638341307865E-7	12	115
GO:0090087	regulation of peptide transport	1.9866394223703347E-7	12	117
GO:2001234	negative regulation of apoptotic signaling pathway	2.398340673197206E-7	11	94
GO:0071375	cellular response to peptide hormone stimulus	2.4784107887757004E-7	16	244
GO:1901653	cellular response to peptide	2.932248699013038E-7	16	247
GO:0007202	activation of phospholipase C activity	3.65074935688207E-7	9	55
GO:0097194	execution phase of apoptosis	4.0538335518225474E-7	11	99
GO:0043434	response to peptide hormone	4.5244463155504217E-7	16	255
GO:1901652	response to peptide	5.929896426101307E-7	16	260
GO:0001836	release of cytochrome c from mitochondria	6.540842032935246E-7	8	41
GO:0030072	peptide hormone secretion	6.767154140546573E-7	12	131
GO:0046883	regulation of hormone secretion	8.621043202449762E-7	12	134
GO:0002790	peptide secretion	8.621043202449762E-7	12	134
GO:0010863	positive regulation of phospholipase C activity	1.0267286450193247E-6	9	62
GO:1900274	regulation of phospholipase C activity	1.1783103693211532E-6	9	63
GO:0048015	phosphatidylinositol-mediated signaling	1.6062083252148973E-6	13	173
GO:0048017	inositol lipid-mediated signaling	1.6062083252148973E-6	13	173
GO:0015833	peptide transport	2.0272843703411378E-6	12	145
GO:0042886	amide transport	2.3471803265311737E-6	12	147
GO:0090199	regulation of release of cytochrome c from mitochondria	2.4999137888935956E-6	7	32
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	2.6109131914743164E-6	5	10
GO:0006661	phosphatidylinositol biosynthetic process	2.685064502989975E-6	10	93
GO:0010638	positive regulation of organelle organization	2.7146980492220303E-6	14	216
GO:0006921	cellular component disassembly involved in execution phase of apoptosis	2.8462786767831738E-6	9	70
GO:0071377	cellular response to glucagon stimulus	3.003687043366211E-6	7	33
GO:0033762	response to glucagon	3.003687043366211E-6	7	33
GO:0046879	hormone secretion	3.2119221217950855E-6	12	152
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	3.2218093772135296E-6	6	20
GO:1901099	negative regulation of signal transduction in absence of ligand	3.2218093772135296E-6	6	20
GO:0070201	regulation of establishment of protein localization	3.3032531115137713E-6	16	297
GO:0009914	hormone transport	3.3552967195126116E-6	12	153
GO:0010518	positive regulation of phospholipase activity	3.4513636213265877E-6	9	72
GO:0032481	positive regulation of type I interferon production	4.378038711073819E-6	9	74
GO:0043405	regulation of MAP kinase activity	4.607973040434235E-6	13	191
GO:0038061	NIK/NF-kappaB signaling	5.843979318604911E-6	6	22
GO:0060193	positive regulation of lipase activity	6.797166383327469E-6	9	78
GO:0009895	negative regulation of catabolic process	6.797166383327469E-6	9	78
GO:0008380	RNA splicing	7.062977690390673E-6	15	274
GO:0010517	regulation of phospholipase activity	7.503721657869439E-6	9	79
GO:0006833	water transport	7.704531000358704E-6	7	38
GO:0032386	regulation of intracellular transport	7.98243180413286E-6	15	277
GO:0071496	cellular response to external stimulus	8.18046313527131E-6	11	135
GO:0043406	positive regulation of MAP kinase activity	8.768571524020643E-6	11	136
GO:0042044	fluid transport	1.0901674412204362E-5	7	40
GO:0034612	response to tumor necrosis factor	1.5211157523568707E-5	9	86
